seq_type,study,filename
unpaired,Bernardes_2020,SRR13082933_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082936_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082952_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082938_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082925_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082940_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082953_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082934_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082947_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082954_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082954_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082954_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082914_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082946_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082931_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082922_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082944_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082943_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082949_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082952_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082939_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082950_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082918_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082921_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082916_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082932_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082938_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082945_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082923_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082934_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082919_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082925_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082944_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082919_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082929_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082920_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082937_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082919_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082951_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082939_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082954_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082918_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082923_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082941_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082949_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082949_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082936_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082915_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082926_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082929_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082942_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082917_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082944_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082934_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082912_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082922_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082925_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082934_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082916_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082950_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082927_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082913_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082911_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082919_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082928_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082926_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082954_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082911_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082921_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082942_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082948_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082953_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082939_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082922_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082938_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082921_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082923_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082941_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082911_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082924_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082921_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082924_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082933_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082912_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082955_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082928_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082949_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082945_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082932_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082940_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082923_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082930_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082943_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082945_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082945_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082912_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082939_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082949_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082924_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082942_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082932_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082945_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082942_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082916_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082917_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082944_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082926_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082912_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082951_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082954_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082950_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082949_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082946_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082918_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082937_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082916_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082942_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082918_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082931_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082930_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082914_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082927_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082924_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082927_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082930_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082928_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082935_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082929_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082955_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082946_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082930_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082937_1_Light_Bulk
unpaired,Bernardes_2020,SRR13082917_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082925_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082955_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082920_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082941_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082930_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082914_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082952_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082943_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082936_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082918_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082937_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082948_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082947_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082932_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082915_1_Heavy_Bulk
unpaired,Bernardes_2020,SRR13082914_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082948_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082935_1_Heavy_IGHA
unpaired,Bernardes_2020,SRR13082951_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082939_1_Heavy_IGHE
unpaired,Bernardes_2020,SRR13082942_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082931_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082925_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082933_1_Heavy_IGHD
unpaired,Bernardes_2020,SRR13082938_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082936_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082932_1_Heavy_IGHG
unpaired,Bernardes_2020,SRR13082953_1_Heavy_IGHM
unpaired,Bernardes_2020,SRR13082916_1_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755637_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755674_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755645_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755682_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755637_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755678_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755688_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755669_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755690_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755672_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755650_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755675_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755655_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755685_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755651_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755639_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755659_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755686_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755643_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755673_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755644_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755675_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755671_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755663_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755677_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755668_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755641_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755648_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755645_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755655_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755671_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755691_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755654_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755675_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755646_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755658_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755644_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755660_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755673_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755667_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755647_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755670_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755657_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755684_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755647_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755656_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755647_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755668_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755672_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755681_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755689_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755664_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755656_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755673_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755685_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755687_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755640_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755658_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755687_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755637_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755649_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755668_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755671_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755680_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755662_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755684_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755670_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755681_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755676_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755683_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755691_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755683_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755667_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755687_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755678_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755646_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755690_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755640_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755686_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755662_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755653_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755654_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755639_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755663_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755680_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755666_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755683_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755685_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755689_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755692_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755668_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755648_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755649_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755692_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755665_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755651_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755645_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755662_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755681_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755641_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755677_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755677_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755666_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755667_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755650_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755656_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755669_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755683_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755642_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755676_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755654_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755671_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755680_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755665_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755637_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755641_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755653_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755645_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755652_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755686_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755657_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755640_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755691_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755676_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755639_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755657_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755690_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755682_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755644_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755667_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755654_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755642_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755650_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755654_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755675_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755680_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755638_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755690_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755639_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755643_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755678_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755663_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755691_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755679_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755676_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755653_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755661_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755649_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755674_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755685_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755669_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755670_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755655_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755678_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755651_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755641_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755644_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755649_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755645_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755664_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755685_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755692_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755661_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755680_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755691_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755658_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755688_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755638_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755643_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755649_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755690_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755687_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755660_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755663_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755679_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755671_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755641_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755659_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755667_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755670_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755652_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755672_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755666_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755666_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755650_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755652_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755668_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755677_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755653_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755643_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755679_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755644_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755669_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755643_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755661_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755666_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755688_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755685_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755672_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755671_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755653_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755682_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755686_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755686_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755650_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755654_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755682_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755646_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755674_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755670_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755672_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755651_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755673_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755658_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755640_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755659_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755689_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755657_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755647_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755642_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755647_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755661_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755681_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755659_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755686_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755681_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755638_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755677_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755648_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755656_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755638_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755651_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755658_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755646_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755652_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755688_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755687_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755680_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755640_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755684_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755662_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755664_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755674_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755648_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755648_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755642_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755676_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755674_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755682_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755665_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755665_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755655_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755678_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755675_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755691_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755660_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755675_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755684_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755642_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755661_Heavy_IGHM
unpaired,Ghraichy_2020,SRR8755640_Heavy_IGHG
unpaired,Ghraichy_2020,SRR8755689_Heavy_IGHD
unpaired,Ghraichy_2020,SRR8755648_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755673_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755674_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755652_Heavy_Bulk
unpaired,Ghraichy_2020,SRR8755677_Heavy_IGHE
unpaired,Ghraichy_2020,SRR8755679_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755692_Heavy_IGHA
unpaired,Ghraichy_2020,SRR8755679_Heavy_Bulk
